,content,Pro Trump,Pro Biden,Neutral,one_hot_labels,sarcasm_labels
418,"Serious Question: 
How can #WalterReedHospital #Management &amp; #Doctors allow a patient even if he's #PresidentTrump to leave #hospital before being discharged &amp; be complicit in him openly breaking #CDC quarantine rules when Americans cannot visit the ill w/#COVID19? Shame on them!",0,1,0,[0 1 0],regular
419,"🚨🚨 EVIDENCE 🚨🚨

Detroit Poll watcher: At 4:30 a.m. on Nov. 4 ""tens of thousands of ballots"" delivered from out-of-state

""Unlike the other ballots, these boxes were brought in from the rear of the room""

""I specifically noticed every ballot I observed was cast for Joe Biden"" https://t.co/L2IGH7CPq7",1,0,0,[1 0 0],regular
420,"@RepMGS #Pootie owns Idiot #Trump and the #GOP. He work for #Russia for years, before #Putin in charge. #Melania from #Slovenia, not #Russia? Most funny thing this year, except my Dummie Donnie's criminal phone call to #Georgia officials 🤣 No asylum for moron until he pay💰 me back 👍",0,0,1,[0 0 1],regular
421,@realDonaldTrump Waiting for your fuming blazing Chinese virus tweets sir #MakeAmericaGreatAgain,1,0,0,[1 0 0],regular
422,@KamalaHarris you make history as US vice president-elect âœŒï¸âœŒï¸âœŒï¸ #JoeBiden #Election2020 #USAElections2020,0,0,1,[0 0 1],regular
423,"""#Biden would work more closely with the #UN initiative &amp;would exercise pressure on #Saudi to accept a more inclusive political solution in #Yemen, which would see the #Houthis playing a greater role in any political solution,"" says @andreas_krieg
https://t.co/o6aTdA90Ws",0,0,1,[0 0 1],regular
424,Congratulations to US President-Elect @JoeBiden. #USAelection2020 #USElection2020 #USElections,0,1,0,[0 1 0],regular
425,@JoeBiden is a pathological liar. He says he took no money? The facts say otherwise. #Hunterbidenlaptop #BigGuy #CmonMan,1,0,0,[1 0 0],regular
426,@BrazoriaVotes I have requested a ballot. I am in Mexico. I have not received the email with the ballot yet. Am I being denied the right to vote?,0,0,1,[0 0 1],regular
427,A Filipino-American perspective on the election of Joe #Biden 🤣✌🏻 https://t.co/cXXTQPtxkV,0,1,0,[0 1 0],regular
428,Waiting Donald Duck to call these as Chinese votes 😀 #TrumpIsLosing,0,1,0,[0 1 0],regular
429,"@KamalaHarris @JoeBiden ABORTION IS MURDER! REPENT!!

Otherwise:

""You are of your father the devil, and you want to do the desires of your father. He was a murderer from the beginning, and does not stand in the truth because there is no truth in him.""

https://t.co/0HQpkXY3pd",1,0,0,[1 0 0],regular
430,How Trump is destroying the presidential transition process https://t.co/wJeEMthTgh,0,1,0,[0 1 0],regular
431,"Great @AOC the left needs another party. 
Alexandria Ocasio-Cortez on Biden’s Win, House Losses, and What’s Next for the Left https://t.co/PUjrW65wQL",0,0,1,[0 0 1],regular
432,"@EricIdle Deffo😷
#Trump💩
☠️#Covid_19 https://t.co/DS1HBGrAS4",0,0,1,[0 0 1],regular
433,@EwonSprokler Seeing Nancy Pelosi claim the vaccine was due to President Biden was also an interesting one.,0,0,1,[0 0 1],regular
434,"@TommyBahamaJr @Jc1112m @RepGosar Check✅
Reported from Austria.
#staytogether #VoteTrumpOut",0,1,0,[0 1 0],regular
435,@jayrallen @CBCTheNational @CBCNews @sasapetricic They got Trump out.  Mission accomplished.,1,0,0,[1 0 0],regular
436,Rikin Rik on the ballot.. is Anaya relaunching his career? @longdrivesouth one for you to investigate here mate! https://t.co/YE8zq8I25J,0,0,1,[0 0 1],regular
437,Dear @JoeBiden fight #freeNavalny #freeNavalnyNow #свободуНавальному,0,0,1,[0 0 1],regular
438,@realDonaldTrump Go Trump! #MAGA,1,0,0,[1 0 0],regular
439,Trump repeating 2016 smh! #MAGA https://t.co/IpwwIEYN5f,1,0,0,[1 0 0],regular
440,So this is the new President of the United States of America creepy good luck lol so happy I’m not American 🤢 #CreepyJoeBiden #CreepyJoe https://t.co/9dZOLsGoI6,1,0,0,[1 0 0],regular
441,@NBCNews Sleepy Joe woke up at 4am to steal the elections😀,1,0,0,[1 0 0],regular
442,"Ok...Covid,Covid,Vaccine,
Vaccine, TRUMP,Biden...what about the side effects of this product,OUR HEALTH?? Are WE SURE THAT WE ARE READY FOR IT? Of course NOT!
It will affect or health? Probably! A SAFE VACCINE TAKES YEARSSSS NOT MONTHS!!!
@POTUS 
@realDonaldTrump ðŸ¤¬",0,0,1,[0 0 1],regular
443,Have the grandads gone to bed yet mummy? #beagleseyeview #hobbsandhound #PresidentialDebate #CNNDebate #getoutthevote2020 #cnn #Biden #Trump @POTUS @JoeBiden @CNNPolitics @CNN https://t.co/70GqTyLYkk,0,0,1,[0 0 1],regular
444,#USPresidentialElections2020 Congratulations Mr President Joe Biden and Vice President Kamala Harris 🇺🇸 #Biden #KamalaHarris https://t.co/C4eRKYugHg,0,1,0,[0 1 0],regular
445,@ryanmilner93 His twitter is good stuff aswell 😂😂😂😂 #TeamTrump #riggedelection,1,0,0,[1 0 0],regular
446,"Vice President Mike Pence will attend President-elect Joe Biden’s inauguration, an aide said, breaking with President Trump.

The New York Times",0,0,1,[0 0 1],regular
447,"@IsraeliPM @netanyahu BB and Pompeo are trying to postpone transition of power to Biden. Israel will attack Iran that, as response, will attack Israel and the US Navy in the Golf. WW3 will enable both Trump &amp; BB to stay in Power.",1,0,0,[1 0 0],regular
448,@realDonaldTrump Happy Birthday President of India 🇮🇳🙏🙏🙏 Best of luck President of USA 🇺🇸 @realDonaldTrump @IvankaTrump @TiffanyATrump #Trump2020 @POTUS @TeamTrump @FLOTUS @Trump @EricTrump @DonaldJTrumpJr 🇮🇳🇺🇸 Good Friendship Country 🇮🇳🇺🇸🇺🇸🙏🙏🙏 #USA2020 https://t.co/vWKUghBx4V,0,0,1,[0 0 1],regular
449,"After results of #Election2020 no winner between candidates #Trump #Biden deal on who has more followers become the president.
Problem is on FB or TW!? some said TikTok platform.",0,0,1,[0 0 1],regular
450,Whose watching? #Trump2020 on @60Minutes @GlobalTV https://t.co/cjtXtVZltK,0,0,1,[0 0 1],regular
451,"@realDonaldTrump Great news! The Kazakh capital plants to open eco parks for #birdwatching as well as horse trails around Taldykol and Maibalyk lakes! 

It will also showcase statue of supreme leader #Trump with a mask.

 https://t.co/wel3VSZHeT #VisitKazakhstan #DreamNowTravelLater",1,0,0,[1 0 0],regular
452,@BasiliskA16 @JoeBiden Vote out Biden's Iran's plotting Sectarianism. #VoteTrump to save America,1,0,0,[1 0 0],regular
453,"Congratulations to @JoeBiden , @KamalaHarris and USA. As you are a believer of science so we hope we'll see positive changes soon in all aspects #BidenHarris2020 #Biden https://t.co/m0VsNW0wve",0,1,0,[0 1 0],regular
454,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/0dpuCG4PXi #findyourthing #redbubble #Trump2020 #Trump @realDonaldTrump #Vote2020 #VoteTrump2020 #lovetrump @FLOTUS https://t.co/zG5NjkWXg4,1,0,0,[1 0 0],regular
455,"â€œFaced with the most unpredictable #US president to ever sit in the #WhiteHouse, #Israeli officials are trying to decipher #Trump's intentions about Iran until January.â€",0,0,1,[0 0 1],regular
456,De imbecility and egocentrism from the most known presidential clown America ever had.. it is @realDonaldTrump please #America #MakeAmericaGreatAgain and get rid of this terrible Putin #DonaldDump https://t.co/9zelfoWz8q,0,1,0,[0 1 0],regular
457,CNN en sueur ! #MAGA #Trump2020 https://t.co/ZwvEcQZ7NE,1,0,0,[1 0 0],regular
458,Really ? #Biden why don't you deny the authenticity of the emails? https://t.co/9WdVON2jsF,1,0,0,[1 0 0],regular
459,"u.s.a elections like this one between #biden and #trump make everyone say the word ""democracy"" but even while it's pronounced a lot it is not ""democracy"" what people talk about, but over ludicrous perceptios of it; like reduce it to the counting of votes, or #elections periods.",0,1,0,[0 1 0],regular
460,Can someone explain to me why it is ok for people to stand in line for 12 hrs to vote? #USElection2020 #Trump2020 #BidenHarris2020,0,0,1,[0 0 1],regular
461,"Socialist Democratic leader, Joe #Biden, promises to raise US corporate from 21-28% ... that’s in addition to rising our income tax.

#VoteTrump2020 to save America!",1,0,0,[1 0 0],regular
462,"Who wins America 🇺🇸??

@realDonaldTrump will win
#MakeAmericaGreatAgain
#MakeAmericaGreatAgainAgain #DonaldTrump

What's ur opinion?? Plz RT",1,0,0,[1 0 0],regular
463,"@JoeBiden, urge you to respect international law. Otherwise, youâ€™re violating int. law, human rights and refugee rights. Research before you state this conflict! Those who violate int. law and support state terror cannot be selected as US president! #terrorism #USElection #biden https://t.co/Bzq8eHjMYP",0,0,1,[0 0 1],regular
464,@LaraLeaTrump I gave Big Money Rubles to #Trump2020 #MAGA campaignings ! Pootie now report #BallotFraud to @realDonaldTrump and @DonaldJTrumpJr ! #Putin demand as such: Where is my #LapDance from loose #American girl Limberly #KimberlyGuilfoyle ?!? ðŸ‡·ðŸ‡ºðŸ‘ https://t.co/4G77ymEuyj,0,1,0,[0 1 0],regular
465,Shame on you #Democrats in 2016 #USElection you people #underestimated @realDonaldTrump but in #USElection2020 #DemoRATS has rigged the Election this is totally fear and Jealousy towards president Donald J Trump. Thanks to the Governors #SleepyJoe is awake. https://t.co/eGz6cIPuye,1,0,0,[1 0 0],regular
466,@cskwriter @McFaul Trump is also a brave man 😉.,1,0,0,[1 0 0],regular
467,"@realDonaldTrump So it makes sense for Election Day votes to be all counted and Early Mail-in votes to be awaiting counts? Magic Mail-in votes...Go tell a dumb and not Trump! 
#Congratulations #MAGA",0,0,1,[0 0 1],regular
468,"Electoral College update: Joe Biden has a total of 264 electoral votes, while President Trump has 214.

The first to reach 270 votes will be the next US President.
#ترامب_بايدن
#RIPTrump
#ابو_حنان https://t.co/aHcb2HIUpa",0,0,1,[0 0 1],regular
469,"@realDonaldTrump Gambling Trump, know that if something wrong happens to you and your military, your ships and your long-standing love, Israel, will be completely razed to the ground. Do you understand ??!",0,0,1,[0 0 1],regular
470,Well it’s official biden is president #2020Election,0,0,1,[0 0 1],regular
471,"@JennaEllisEsq When applies then? I think a large part of 74million americans thinks is applicable under actual circunstances. At least wants very badly because  sovereignity is IN STAKE! 

The fact is that there is a real treath against COUNTRY INTEGRITY! Makes Biden's presidencye NON-VIABLE!",1,0,0,[1 0 0],regular
472,Therefore Nevada goes to Trump https://t.co/K6ANridcYu,0,0,1,[0 0 1],regular
473,"@RudyGiuliani @jennfranconews Ya, we all knew Trump would concede like a gown man.",0,1,0,[0 1 0],regular
474,Can Biden just win already so we can skip passed Trump and his supporters having a toddler tantrum the last few months of his presidency...then Biden can come in and start fixing everything and the world goes back to normal?? #USElections #Biden2020 #USElectionResults,0,1,0,[0 1 0],regular
475,@JoeBiden ðŸ—½â¤UNITATE U.S.AðŸ’™ðŸ—½,0,1,0,[0 1 0],regular
476,"Itâ€™s time to leave! 
#Election2020 #ElectionResult2020 #DonaldTrump #JoeBiden https://t.co/nZbqf74JWO",0,1,0,[0 1 0],regular
477,"#ForTheMany🌈 

Trump looks genuinely really-ill in latest video just now 1:15amBST Tuesday 6th October 2020
☠️#Covid_19 
#Trump💩

""So-long
&amp;thanks for all the fish.""

#Twitter☑️
#bbc🌍@BBCNews
#SkyNews💖@KateEMcCann💖
#c4news💖@itn
#UK🇬🇧
#USA🇺🇲@washingtonpost @CBSNews
#trending https://t.co/lE1R7PcrLd",0,0,1,[0 0 1],regular
478,"@84_morpheus I donâ€™t like Trump, I think@he has done weird stuff. I like Biden, in comparison, heâ€™s done some weird things. I donâ€™t think either man is a pedophile. Who cares what Bill Clinton has done. He hadnâ€™t been President in 20 years.",0,0,1,[0 0 1],regular
479,"Latinos for Trump be like...

#Trump2020 @miblogestublog https://t.co/JLI1dmens4",0,0,1,[0 0 1],regular
480,"#ForTheMany🌈 

""THEY🇺🇲#USA DON'T KNOW-IT,
BUT THEY WANT-IT:
LAW&amp;ORDER!""
💩#Trump💩@realDonaldTrump
⬆️He's 'mind-reading'&amp;mentally-ill😷#Covid_19

Rainbow in my road🌈
Sun11thOct2020 5:45pmBST
⬇️#HighburyFields
🇬🇧#UK💖

#Twitter☑️
#SkyNews💖@KateEMcCann💖
#bbc🌍@BBCNews #trending https://t.co/FrUn4SnT6Z",0,0,1,[0 0 1],regular
481,"Trump 'needs to put his big boy pants on'

#Trump #TeamTrump #TrumpMeltdown #TrumpIsLosing #TrumpIsALaughingStock #BigBoyPants https://t.co/ySxDuAFrit",0,1,0,[0 1 0],regular
482,"#Gaza

Will President Biden Save the Two-State Solution? https://t.co/a1vS55rFte via @AlMonitor",0,0,1,[0 0 1],regular
483,"@realDonaldTrump U r welcome 🙏 @realDonaldTrump 
#TeamTrump",1,0,0,[1 0 0],regular
484,"🤣🤣🤣
Time to leave little Donald.

#USAelection2020
#TrumpIsLosing

https://t.co/nrQpOhBhkG",0,1,0,[0 1 0],regular
485,Why @nature supports #Biden for US president?ðŸ‘ŒðŸ» https://t.co/0T2NPoLu1G,0,1,0,[0 1 0],regular
486,"@Jo_G640518_ Keep your head up. Believe me, we all want the same thing. It's not over yet. 🇺🇲 #NovemberIsComing for a bunch of those bitches.",0,0,1,[0 0 1],regular
487,#AmericanPolitics #Trump2020 I agree with @DonaldJTrumpJr #BidensupportersWakeUp @EvaLongoria https://t.co/5isdZJYIN5,1,0,0,[1 0 0],regular
488,#VoteHimOut Vote him the fuck out https://t.co/smV61kYlvI,0,1,0,[0 1 0],regular
489,"The Loan Agreement signed by Hunter Biden to get finance for the 10% equity interest in Bohai Harvest RST
https://t.co/iZcmOXw7Lm
@TheNatPulse @RaheemKassam
@WarRoomPandemic @robert_spalding @Jkylebass  @BillGertz @shigeruishiba @KishiNobuo @TheNatPulse @RaheemKassam
#TRUMP2020",0,0,1,[0 0 1],regular
490,"@PaulNiland I’m not sure cracking down on opposition news channels because they ‘destabilise the country’ is a good look. Imagine if Biden started arguing FOX was destabilising the country. 

On the second point, I was talking about this:

https://t.co/ryxdD7nGmz",0,0,1,[0 0 1],regular
491,The world has seen a deadly weapon at play! It’s called a vote.,0,0,1,[0 0 1],sarcasm
492,@MadisonOnAir I’m going to bed because I’m telling myself we’re not getting a result tonight - it’s going to be days before all the mail-in ballots are counted!,0,0,1,[0 0 1],regular
493,@MoNicA40398951 @DonaldJTrumpJr They don't want you there,0,1,0,[0 1 0],regular
494,"Courtesy of #MardyDivisionExtra on Facebook 
#Trump https://t.co/Locq3H8WTP",0,0,1,[0 0 1],regular
495,Lower supply of NG = Higher prices = less competitive against nuclear = last minute extension of nuclear plants + Biden regulations on emissions + #uranium supply deficit = #uranium #bullmarket ⚛️🐂🤝 https://t.co/DFdWXywVo1,0,0,1,[0 0 1],regular
496,"@realTrumpForce Do not worry Donald Trump Most of us here in Israel suffer from the same side effect, even in the last Israeli elections, votes were stolen from right to left.  Support you from Israel, and look forward to seeing the entire Democratic Party in federal prison inclu https://t.co/MXS9OXicfV",1,0,0,[1 0 0],regular
497,"As a leftist Christian, I do pray for Donald Trump. I pray “May his days be few, may another take his place of leadership. May a creditor seize all he has; may strangers plunder the fruits of his labor. Amen.” #Trump #TrumpCovid",0,1,0,[0 1 0],regular
498,You’re FIRED! Great America 👏🏻👏🏻👏🏻#MakeAmericaGreatAgain https://t.co/bpr1v1HKnC,1,0,0,[1 0 0],regular
